,CHROM,START,END,STRAND,GENE
80,0,1540421,1541361,-,Solyc00g500076.1
81,0,1541487,1541843,-,Solyc00g500077.1
82,0,1542445,1545097,+,Solyc00g500078.1
83,0,1544578,1545006,-,Solyc00g500079.1
84,0,1545667,1546068,-,Solyc00g500080.1
85,0,1546736,1553572,+,Solyc00g500081.1
86,0,1553762,1555043,+,Solyc00g500082.1
87,0,1559549,1560967,-,Solyc00g500083.1
88,0,1568873,1570091,+,Solyc00g500084.1
89,0,1574311,1574847,+,Solyc00g500085.1
90,0,1579653,1581877,-,Solyc00g500086.1
91,0,1581879,1583504,-,Solyc00g500087.1
92,0,1585979,1588983,-,Solyc00g500088.1
93,0,1594779,1641496,+,Solyc00g500089.1
94,0,1658262,1678276,+,Solyc00g500090.1
95,0,1783250,1786029,-,Solyc00g500091.1
96,0,1818916,1819098,+,Solyc00g011670.1
97,0,1823254,1824543,-,Solyc00g011660.1
98,0,1864957,1866371,-,Solyc00g500092.1
99,0,1874674,1876539,-,Solyc00g500093.1
100,0,1893216,1896409,-,Solyc00g500094.1
101,0,1898065,1899888,-,Solyc00g500095.1
102,0,1902559,1905702,-,Solyc00g500096.1
103,0,1943916,1946994,-,Solyc00g011560.1
104,0,1951775,1952656,-,Solyc00g500097.1
105,0,1972423,1973505,-,Solyc00g500098.1
106,0,1974917,1975405,-,Solyc00g500099.1
107,0,1997082,1998909,+,Solyc00g500100.1
108,0,1999162,1999569,+,Solyc00g500101.1
109,0,2001243,2001914,+,Solyc00g500102.1
110,0,2004907,2005074,+,Solyc00g153980.1
111,0,2008312,2008598,+,Solyc00g309530.1
112,0,2015956,2017111,+,Solyc00g164580.1
113,0,2026594,2026854,+,Solyc00g210860.1
114,0,2030916,2032369,+,Solyc00g025400.2
115,0,2038938,2039175,+,Solyc00g022070.1
116,0,2040675,2040887,-,Solyc00g022080.1
117,0,2043550,2043903,-,Solyc00g022090.1
118,0,2044109,2044588,-,Solyc00g022100.1
119,0,2044785,2047787,-,Solyc00g500103.1
120,0,2058969,2059594,-,Solyc00g072800.2
121,0,2062209,2063000,-,Solyc00g500104.1
122,0,2070087,2071198,+,Solyc00g500105.1
123,0,2071557,2072368,-,Solyc00g500106.1
124,0,2072639,2073312,-,Solyc00g500107.1
125,0,2073351,2073587,-,Solyc00g500108.1
126,0,2075335,2075703,-,Solyc00g281110.1
127,0,2075757,2076343,-,Solyc00g500109.1
128,0,2076634,2077746,-,Solyc00g500110.1
129,0,2077853,2078926,-,Solyc00g500111.1
130,0,2079839,2080260,-,Solyc00g500112.1
131,0,2081475,2081793,-,Solyc00g142160.1
132,0,2081817,2083225,-,Solyc00g142170.2
133,0,2091092,2092111,-,Solyc00g500113.1
134,0,2093095,2093769,-,Solyc00g500114.1
135,0,2104898,2105455,-,Solyc00g500115.1
136,0,2105616,2106104,-,Solyc00g500116.1
137,0,2127754,2129577,+,Solyc00g500117.1
138,0,2129830,2130237,+,Solyc00g500118.1
139,0,2131909,2132580,+,Solyc00g500119.1
140,0,2136189,2136452,-,Solyc00g500120.1
141,0,2139483,2140481,-,Solyc00g500121.1
142,0,2173684,2173839,+,Solyc00g015600.1
143,0,2187524,2191157,-,Solyc00g500122.1
144,0,2379604,2380807,-,Solyc00g007330.1
145,0,2388674,2389042,-,Solyc00g007340.1
146,0,2416399,2417840,-,Solyc00g007350.1
147,0,2464282,2466506,-,Solyc00g500123.1
148,0,2466508,2468136,-,Solyc00g500124.1
149,0,2468466,2472134,-,Solyc00g500125.1
150,0,2472155,2474141,-,Solyc00g500126.1
151,0,2488010,2489291,-,Solyc00g500127.1
152,0,2489481,2496317,-,Solyc00g500128.1
153,0,2497956,2498732,-,Solyc00g500129.1
154,0,2499170,2500231,-,Solyc00g500130.1
155,0,2500757,2502286,-,Solyc00g500131.1
156,0,2506214,2506871,+,Solyc00g500132.1
157,0,2508851,2510374,-,Solyc00g500133.1
158,0,2513472,2515162,-,Solyc00g500134.1
159,0,2515388,2522489,-,Solyc00g500135.1
160,0,2532212,2534642,+,Solyc00g500136.1
161,0,2536110,2536627,-,Solyc00g500137.1
162,0,2536719,2538923,-,Solyc00g500138.1
163,0,2538949,2540940,-,Solyc00g500139.1
164,0,2541421,2541822,+,Solyc00g500140.1
165,0,2543950,2544711,+,Solyc00g500141.1
166,0,2545227,2545703,+,Solyc00g500142.1
167,0,2547836,2549412,+,Solyc00g500143.1
168,0,2550432,2550873,+,Solyc00g500144.1
169,0,2551285,2552415,+,Solyc00g500145.1
170,0,2562283,2562955,+,Solyc00g500146.1
171,0,2564107,2566997,-,Solyc00g500147.1
172,0,2567048,2568269,-,Solyc00g500148.1
173,0,2568289,2570392,-,Solyc00g500149.1
174,0,2571552,2571953,+,Solyc00g500150.1
175,0,2572525,2575171,-,Solyc00g500151.1
176,0,2572616,2573044,+,Solyc00g500152.1
177,0,2574176,2574502,+,Solyc00g500153.1
178,0,2575750,2576105,+,Solyc00g500154.1
179,0,2576229,2576597,+,Solyc00g500155.1
180,0,2577574,2577990,+,Solyc00g500156.1
181,0,2578056,2578855,+,Solyc00g500157.1
182,0,2579259,2579783,-,Solyc00g500158.1
183,0,2715948,2719757,-,Solyc00g500159.1
184,0,2787033,2787847,+,Solyc00g500160.1
185,0,2855295,2887184,-,Solyc00g500161.1
186,0,2893186,2893646,-,Solyc00g500162.1
187,0,2896826,2924570,-,Solyc00g500163.1
188,0,2948141,2962600,-,Solyc00g500164.1
189,0,2977069,2977764,-,Solyc00g500165.1
190,0,2989427,2990736,-,Solyc00g112190.2
191,0,3009833,3010968,-,Solyc00g500166.1
192,0,3011082,3012921,+,Solyc00g500167.1
193,0,3013752,3014108,-,Solyc00g230080.1
194,0,3020571,3020807,+,Solyc00g316530.1
195,0,3024713,3028149,-,Solyc00g069880.2
196,0,3033769,3034608,-,Solyc00g500168.1
197,0,3045077,3045313,+,Solyc00g013100.1
198,0,3045980,3046246,-,Solyc00g013110.1
199,0,3053864,3054037,-,Solyc00g126010.1
200,0,3054202,3054354,-,Solyc00g126000.1
201,0,3054457,3055101,-,Solyc00g125990.1
202,0,3055480,3055683,-,Solyc00g125980.1
203,0,3057175,3057432,-,Solyc00g244300.1
204,0,3057501,3057992,-,Solyc00g244290.1
205,0,3058214,3058396,+,Solyc00g244280.1
206,0,3063538,3065389,-,Solyc00g500169.1
207,0,3066659,3067566,-,Solyc00g500170.1
208,0,3069443,3069652,+,Solyc00g013170.1
209,0,3070183,3071529,-,Solyc00g013180.1
210,0,3073664,3074179,-,Solyc00g500171.1
211,0,3075612,3076169,-,Solyc00g500172.1
212,0,3077625,3077804,+,Solyc00g320430.1
213,0,3085457,3086151,-,Solyc00g500173.1
214,0,3092088,3092288,+,Solyc00g019750.1
215,0,3094526,3094960,+,Solyc00g019730.1
216,0,3129847,3158600,-,Solyc00g500174.1
217,0,3220336,3237694,-,Solyc00g500175.1
218,0,3312181,3313737,-,Solyc00g500176.1
219,0,3480316,3484090,+,Solyc00g500177.1
220,0,3520842,3522157,+,Solyc00g500178.1
221,0,3538808,3617506,-,Solyc00g500179.1
222,0,3651567,3665215,+,Solyc00g500180.1
223,0,3676208,3678267,-,Solyc00g500181.1
224,0,3684590,3685773,+,Solyc00g500182.1
225,0,3687292,3689223,-,Solyc00g118680.2
226,0,3689126,3689386,+,Solyc00g118690.1
227,0,3690578,3690838,-,Solyc00g023600.1
228,0,3692134,3694833,-,Solyc00g023590.2
229,0,3697005,3697262,-,Solyc00g023580.1
230,0,3697503,3697832,+,Solyc00g023570.1
231,0,3701542,3701851,+,Solyc00g014860.1
232,0,3702464,3702775,+,Solyc00g014850.1
233,0,3704165,3706096,+,Solyc00g500183.1
234,0,3706763,3707940,+,Solyc00g500184.1
235,0,3708705,3710247,+,Solyc00g500185.1
236,0,3713896,3714060,+,Solyc00g014810.1
237,0,3715868,3716359,+,Solyc00g014800.1
238,0,3716363,3718878,-,Solyc00g014790.2
239,0,3726482,3726715,+,Solyc00g094550.1
240,0,3727644,3727973,-,Solyc00g094540.1
241,0,3728169,3728558,+,Solyc00g094530.1
242,0,3729198,3729383,+,Solyc00g094520.1
243,0,3735479,3736452,+,Solyc00g023700.2
244,0,3737340,3738041,-,Solyc00g023710.1
245,0,3741110,3742879,-,Solyc00g049210.1
246,0,3742936,3743142,+,Solyc00g049220.1
247,0,3745513,3747009,-,Solyc00g500186.1
248,0,3749487,3751765,-,Solyc00g500187.1
249,0,3754843,3755358,-,Solyc00g500188.1
250,0,3756791,3757348,-,Solyc00g500189.1
251,0,3764643,3765962,+,Solyc00g021660.1
252,0,3767429,3770395,+,Solyc00g500190.1
253,0,3770397,3771752,+,Solyc00g500191.1
254,0,3775348,3776977,+,Solyc00g500192.1
255,0,3776979,3779203,+,Solyc00g500193.1
256,0,3783896,3784749,-,Solyc00g500194.1
257,0,3787465,3789905,+,Solyc00g500195.1
258,0,3788808,3794880,-,Solyc00g500196.1
259,0,3803813,3805094,-,Solyc00g500197.1
260,0,3805284,3812120,-,Solyc00g500198.1
261,0,3813759,3814535,-,Solyc00g500199.1
262,0,3814973,3816034,-,Solyc00g500200.1
263,0,3816560,3818089,-,Solyc00g500201.1
264,0,3822020,3822677,+,Solyc00g500202.1
265,0,3824657,3826180,-,Solyc00g500203.1
266,0,3829278,3830968,-,Solyc00g500204.1
267,0,3831194,3838295,-,Solyc00g500205.1
268,0,3848018,3850448,+,Solyc00g500206.1
269,0,3851915,3852432,-,Solyc00g500207.1
270,0,3852524,3854728,-,Solyc00g500208.1
271,0,3854754,3857006,-,Solyc00g500209.1
272,0,3857765,3858895,-,Solyc00g500210.1
273,0,3859307,3859750,-,Solyc00g500211.1
274,0,3860838,3861660,-,Solyc00g500212.1
275,0,3869025,3869646,+,Solyc00g500213.1
276,0,3869683,3871838,+,Solyc00g500214.1
277,0,3881527,3881823,+,Solyc00g322630.1
278,0,3888284,3892889,+,Solyc00g500215.1
279,0,3903540,3905605,+,Solyc00g500216.1
280,0,3926856,3927526,+,Solyc00g500217.1
281,0,3928777,3931680,+,Solyc00g500218.1
282,0,3940658,3940954,+,Solyc00g266110.1
283,0,3943525,3944310,+,Solyc00g254910.1
284,0,3964601,3965757,+,Solyc00g500219.1
285,0,4000231,4005112,+,Solyc00g500220.1
286,0,4006068,4007011,+,Solyc00g500221.1
287,0,4007108,4007767,+,Solyc00g500222.1
288,0,4294034,4294903,+,Solyc00g198360.1
289,0,4351078,4353937,-,Solyc00g500223.1
290,0,4414466,4415023,-,Solyc00g036520.1
291,0,4416054,4416725,+,Solyc00g052540.1
292,0,4417438,4418639,-,Solyc00g052530.2
293,0,4418688,4420952,-,Solyc00g500224.1
294,0,4441826,4442083,-,Solyc00g047180.1
295,0,4443200,4443517,+,Solyc00g047190.1
296,0,4445278,4445511,-,Solyc00g047200.1
297,0,4463995,4464591,-,Solyc00g500225.1
298,0,4465449,4467796,-,Solyc00g500226.1
299,0,4472979,4475038,+,Solyc00g500227.1
300,0,4488679,4492426,+,Solyc00g500228.1
301,0,4511808,4511970,-,Solyc00g500229.1
302,0,4512109,4517780,-,Solyc00g500230.1
303,0,4537857,4543073,-,Solyc00g500231.1
304,0,4589812,4590649,+,Solyc00g500232.1
305,0,4718474,4723843,+,Solyc00g500233.1
306,0,4936041,4944981,+,Solyc00g500234.1
307,0,4986640,4992714,+,Solyc00g500235.1
308,0,4996087,5023438,-,Solyc00g500236.1
309,0,5030385,5031223,+,Solyc00g500237.1
310,0,5051295,5051558,+,Solyc00g230070.1
311,0,5051694,5052660,-,Solyc00g230060.1
312,0,5059172,5059333,+,Solyc00g025300.1
313,0,5060057,5060542,-,Solyc00g025290.1
314,0,5062854,5063440,+,Solyc00g500238.1
315,0,5063652,5064272,-,Solyc00g020040.1
316,0,5065433,5065633,+,Solyc00g020030.1
317,0,5065489,5066572,-,Solyc00g020020.2
318,0,5066942,5067169,+,Solyc00g020010.1
319,0,5067436,5067609,-,Solyc00g020000.1
320,0,5068988,5069203,-,Solyc00g019990.1
321,0,5069419,5070648,-,Solyc00g019980.2
322,0,5072673,5073664,-,Solyc00g019970.2
323,0,5073987,5074538,+,Solyc00g019950.1
324,0,5102049,5102753,+,Solyc00g500239.1
325,0,5113129,5114311,+,Solyc00g500240.1
326,0,5138634,5140899,+,Solyc00g500241.1
327,0,5147285,5147440,-,Solyc00g036530.1
328,0,5149819,5150571,-,Solyc00g500242.1
329,0,5150786,5152183,-,Solyc00g500243.1
330,0,5153132,5153539,-,Solyc00g500244.1
331,0,5153788,5157253,-,Solyc00g500245.1
332,0,5231859,5238957,-,Solyc00g500246.1
333,0,5306617,5307486,-,Solyc00g007450.1
334,0,5395725,5396993,+,Solyc00g016590.1
335,0,5438954,5439265,-,Solyc00g028960.1
336,0,5457174,5459116,-,Solyc00g500247.1
337,0,5474685,5481317,-,Solyc00g500248.1
338,0,5495164,5497083,-,Solyc00g500249.1
339,0,5499555,5502705,-,Solyc00g500250.1
340,0,5503541,5505819,-,Solyc00g500251.1
341,0,5508897,5509412,-,Solyc00g500252.1
342,0,5510845,5511402,-,Solyc00g500253.1
343,0,5520935,5521165,-,Solyc00g021650.1
344,0,5522265,5524452,+,Solyc00g021640.2
345,0,5525147,5525800,+,Solyc00g021630.1
346,0,5527933,5528372,-,Solyc00g500254.1
347,0,5529272,5529451,-,Solyc00g181240.1
348,0,5529549,5530393,+,Solyc00g181250.2
349,0,5536705,5537184,+,Solyc00g500255.1
350,0,5538238,5540377,+,Solyc00g500256.1
351,0,5547194,5548799,-,Solyc00g500257.1
352,0,5740167,5740917,+,Solyc00g500258.1
353,0,5838346,5850670,+,Solyc00g500259.1
354,0,5872091,5879508,-,Solyc00g500260.1
355,0,5890653,5891204,-,Solyc00g500261.1
356,0,5892264,5894611,-,Solyc00g500262.1
357,0,5899398,5901261,+,Solyc00g500263.1
358,0,6072885,6118363,-,Solyc00g500264.1
359,0,6093116,6093497,+,Solyc00g500265.1
360,0,6098331,6105911,+,Solyc00g500266.1
361,0,6150279,6157947,+,Solyc00g500267.1
362,0,6272999,6283350,-,Solyc00g500268.1
363,0,6324020,6341295,+,Solyc00g500269.1
364,0,6341414,6343438,+,Solyc00g500270.1
365,0,6397350,6398432,-,Solyc00g500271.1
366,0,6399844,6400332,-,Solyc00g500272.1
367,0,6420357,6420697,+,Solyc00g500273.1
368,0,6422007,6423834,+,Solyc00g500274.1
369,0,6424087,6424494,+,Solyc00g500275.1
370,0,6426168,6426839,+,Solyc00g500276.1
371,0,6427054,6427806,+,Solyc00g500277.1
372,0,6436629,6438756,-,Solyc00g052430.2
373,0,6451543,6453529,+,Solyc00g500278.1
374,0,6453550,6454382,+,Solyc00g500279.1
375,0,6457994,6459175,+,Solyc00g500280.1
376,0,6475315,6476082,-,Solyc00g500281.1
377,0,6501940,6533300,-,Solyc00g500282.1
378,0,6518936,6548871,-,Solyc00g500283.1
379,0,6655184,6656548,-,Solyc00g500284.1
380,0,6656990,6657973,-,Solyc00g500285.1
381,0,6695051,6695836,-,Solyc00g500286.1
382,0,6695868,6698863,-,Solyc00g500287.1
383,0,6827316,6831899,-,Solyc00g500288.1
384,0,6847341,6851528,-,Solyc00g500289.1
385,0,6863061,6870289,+,Solyc00g500290.1
386,0,6870653,6872343,+,Solyc00g500291.1
387,0,6875441,6876964,+,Solyc00g500292.1
388,0,6878944,6879601,-,Solyc00g500293.1
389,0,6879737,6885831,-,Solyc00g500294.1
390,0,6883532,6885061,+,Solyc00g500295.1
391,0,6885587,6886648,+,Solyc00g500296.1
392,0,6887343,6887771,-,Solyc00g500297.1
393,0,6888432,6888833,-,Solyc00g500298.1
394,0,6893327,6899371,-,Solyc00g500299.1
395,0,6896527,6897808,+,Solyc00g500300.1
396,0,6902314,6903732,-,Solyc00g500301.1
397,0,6934274,6934968,-,Solyc00g500302.1
398,0,6943349,6944146,+,Solyc00g500303.1
399,0,6949035,6949742,+,Solyc00g500304.1
400,0,6964865,6976032,+,Solyc00g500305.1
401,0,6976692,6982452,-,Solyc00g500306.1
402,0,6985225,6986167,-,Solyc00g500307.1
403,0,6991029,6997138,-,Solyc00g500308.1
404,0,7069853,7071680,+,Solyc00g500309.1
405,0,7071933,7072340,+,Solyc00g500310.1
406,0,7073776,7075802,+,Solyc00g500311.1
407,0,7079233,7083444,-,Solyc00g500312.1
408,0,7210988,7211173,-,Solyc00g500313.1
409,0,7211309,7212208,-,Solyc00g500314.1
410,0,7212217,7212907,-,Solyc00g500315.1
411,0,7214608,7216342,-,Solyc00g500316.1
412,0,7221272,7222354,-,Solyc00g500317.1
413,0,7223766,7224254,-,Solyc00g500318.1
414,0,7262590,7264321,-,Solyc00g012540.1
415,0,7319835,7325236,+,Solyc00g500319.1
416,0,7325462,7327152,+,Solyc00g500320.1
417,0,7328310,7328711,+,Solyc00g500321.1
418,0,7328954,7330194,+,Solyc00g500322.1
419,0,7330250,7331868,+,Solyc00g500323.1
420,0,7339547,7343102,-,Solyc00g500324.1
421,0,7350993,7352411,+,Solyc00g500325.1
422,0,7356917,7358198,-,Solyc00g500326.1
423,0,7358388,7365224,-,Solyc00g500327.1
424,0,7366863,7367639,-,Solyc00g500328.1
425,0,7368077,7369138,-,Solyc00g500329.1
426,0,7369664,7371193,-,Solyc00g500330.1
427,0,7375123,7375780,+,Solyc00g500331.1
428,0,7377666,7379283,-,Solyc00g500332.1
429,0,7379340,7380579,-,Solyc00g500333.1
430,0,7380822,7381223,-,Solyc00g500334.1
431,0,7382381,7383125,-,Solyc00g500335.1
432,0,7432879,7433631,+,Solyc00g500336.1
433,0,7446097,7446892,+,Solyc00g500337.1
434,0,7469165,7471116,+,Solyc00g500338.1
435,0,7515789,7525561,+,Solyc00g500339.1
436,0,7525833,7526419,-,Solyc00g500340.1
437,0,7526750,7527630,+,Solyc00g500341.1
438,0,7527654,7528562,-,Solyc00g500342.1
439,0,7528846,7529289,+,Solyc00g500343.1
440,0,7533515,7533793,-,Solyc00g500344.1
441,0,7538034,7541500,-,Solyc00g500345.1
442,0,7558050,7558889,-,Solyc00g500346.1
443,0,7621051,7621518,-,Solyc00g500347.1
444,0,7657074,7658993,-,Solyc00g500348.1
445,0,7661477,7662973,-,Solyc00g500349.1
446,0,7678241,7680300,-,Solyc00g500350.1
447,0,7684493,7689166,+,Solyc00g500351.1
448,0,7702104,7702834,+,Solyc00g500352.1
449,0,7788611,7789039,+,Solyc00g032030.1
450,0,7792148,7794788,+,Solyc00g500353.1
451,0,7796257,7797059,+,Solyc00g076250.1
452,0,7800835,7801630,+,Solyc00g500354.1
453,0,7972934,7978840,+,Solyc00g500355.1
454,0,7997240,8011815,+,Solyc00g500356.1
455,0,8023802,8024641,+,Solyc00g500357.1
456,0,8041191,8042726,+,Solyc00g500358.1
457,0,8042987,8043394,+,Solyc00g500359.1
458,0,8045068,8045739,+,Solyc00g500360.1
459,0,8070651,8071690,+,Solyc00g500361.1
460,0,8085726,8087102,+,Solyc00g500362.1
461,0,8087104,8087411,+,Solyc00g500363.1
462,0,8088757,8089938,+,Solyc00g500364.1
463,0,8309391,8310778,-,Solyc00g308530.1
464,0,8312630,8314215,-,Solyc00g284510.1
465,0,8371896,8390021,+,Solyc00g500365.1
466,0,8445497,8449160,-,Solyc00g500366.1
467,0,8465313,8470735,-,Solyc00g500367.1
468,0,8476400,8481146,+,Solyc00g500368.1
469,0,8481234,8489347,+,Solyc00g500369.1
470,0,8493114,8494031,+,Solyc00g500370.1
471,0,8498304,8499216,+,Solyc00g500371.1
472,0,8515501,8516616,+,Solyc00g500372.1
473,0,8612096,8614158,+,Solyc00g500373.1
474,0,8651685,8656070,-,Solyc00g500374.1
475,0,8663826,8672871,+,Solyc00g500375.1
476,0,8739397,8751155,+,Solyc00g006650.1
477,0,8788406,8792192,-,Solyc00g500376.1
478,0,8815889,8817757,+,Solyc00g500377.1
479,0,8859557,8860080,-,Solyc00g500378.1
480,0,8907535,8922087,+,Solyc00g500379.1
481,0,8911340,8911540,-,Solyc00g500380.1
482,0,8911640,8935518,-,Solyc00g500381.1
483,0,9020166,9032500,+,Solyc00g500382.1
484,0,9036490,9036969,+,Solyc00g500383.1
485,0,9049743,9074437,-,Solyc00g500384.1
486,0,9049949,9057592,+,Solyc00g500385.1
487,0,9064630,9065624,+,Solyc00g500386.1
488,0,9065894,9066737,+,Solyc00g500387.1
489,0,9079083,9080047,-,Solyc00g500388.1
490,0,9111103,9112323,-,Solyc00g500389.1
491,0,9136939,9137519,-,Solyc00g500390.1
492,0,9137689,9138161,-,Solyc00g500391.1
493,0,9148577,9149199,-,Solyc00g500392.1
494,0,9155251,9155532,-,Solyc00g500393.1
495,0,9163194,9169787,-,Solyc00g500394.1
496,0,9170082,9181257,+,Solyc00g500395.1
497,0,9176882,9181257,-,Solyc00g500396.1
498,0,9202722,9207365,-,Solyc00g500397.1
499,0,9210414,9230266,+,Solyc00g500398.1
500,0,9236845,9237250,+,Solyc00g500399.1
501,0,9239428,9239799,+,Solyc00g500400.1
502,0,9248706,9249129,+,Solyc00g500401.1
503,0,9253917,9254395,+,Solyc00g500402.1
504,0,9255055,9255504,+,Solyc00g500403.1
505,0,9265121,9265617,+,Solyc00g007920.1
506,0,9271932,9273315,+,Solyc00g007940.1
507,0,9276887,9277476,+,Solyc00g007930.1
508,0,9361781,9372198,-,Solyc00g500404.1
509,0,9384708,9385325,-,Solyc00g500405.1
510,0,9385352,9387880,-,Solyc00g500406.1
511,0,9446249,9451116,-,Solyc00g500407.1
512,0,9612002,9614214,+,Solyc00g500408.1
513,0,9631687,9632458,+,Solyc00g500409.1
514,1,279,743,+,Solyc01g004000.1
515,1,1173,10502,+,Solyc01g004002.1
516,1,2296,16278,-,Solyc01g004004.1
517,1,11625,13411,+,Solyc01g004006.1
518,1,13628,16262,+,Solyc01g004008.1
519,1,28670,30895,+,Solyc01g005000.3
520,1,38668,41605,+,Solyc01g005010.4
521,1,46201,59605,-,Solyc01g005020.3
522,1,61650,69872,+,Solyc01g005030.4
523,1,71406,72486,+,Solyc01g005040.3
524,1,72958,73952,+,Solyc01g005050.4
525,1,74282,76652,-,Solyc01g005060.3
526,1,81067,82592,+,Solyc01g005070.3
527,1,82671,88556,-,Solyc01g005080.3
528,1,98056,101750,-,Solyc01g005090.3
529,1,106956,112521,-,Solyc01g005100.4
530,1,114504,118362,+,Solyc01g005110.3
531,1,119339,122563,-,Solyc01g005120.3
532,1,139504,140528,+,Solyc01g005130.2
533,1,141845,143966,-,Solyc01g005140.3
534,1,146723,149066,-,Solyc01g005150.3
535,1,151978,153686,+,Solyc01g005160.4
536,1,157812,183358,+,Solyc01g005210.4
537,1,161636,161911,-,Solyc01g005180.1
538,1,187605,194678,+,Solyc01g005220.3
539,1,195535,197081,+,Solyc01g005230.4
540,1,199609,205724,+,Solyc01g005240.4
541,1,205700,209112,-,Solyc01g005250.4
542,1,209741,212916,+,Solyc01g005253.1
543,1,213990,217456,-,Solyc01g005257.1
544,1,218705,221488,-,Solyc01g005280.3
545,1,222994,225658,-,Solyc01g005290.4
546,1,230694,235767,+,Solyc01g005300.4
547,1,234617,239942,-,Solyc01g005310.3
548,1,240417,242630,-,Solyc01g005320.2
549,1,246265,251052,-,Solyc01g005330.3
550,1,255052,259718,-,Solyc01g005340.3
551,1,262224,269870,-,Solyc01g005350.4
552,1,272007,273422,+,Solyc01g005360.4
553,1,274225,275151,+,Solyc01g005370.3
554,1,275631,280186,+,Solyc01g005380.3
555,1,290027,291960,+,Solyc01g005390.3
556,1,293989,297571,+,Solyc01g005400.3
557,1,300599,303991,+,Solyc01g005410.4
558,1,307514,308340,-,Solyc01g005420.2
559,1,312643,317544,+,Solyc01g005430.3
560,1,322878,326403,+,Solyc01g005440.4
561,1,328769,331460,-,Solyc01g005450.3
562,1,331891,334829,-,Solyc01g005460.4
563,1,336620,338923,-,Solyc01g005470.3
564,1,346507,350415,+,Solyc01g005480.3
